Philadelphia 76ers,Indiana Pacers,+332,-417
Los Angeles Clippers,San Antonio Spurs,+127,-147
Oklahoma City Thunder,Dallas Mavericks,-208,+177
East,West,+149,-172
Chicago Bulls,Cleveland Cavaliers,+108,-125
Los Angeles Clippers,Houston Rockets,-152,+131
Portland Trail Blazers,Los Angeles Lakers,-1667,+1001
Dallas Mavericks,Utah Jazz,-213,+181
Cleveland Cavaliers,Miami Heat,-1000,+696
Milwaukee Bucks,Sacramento Kings,-556,+425
Minnesota Timberwolves,Golden State Warriors,+390,-500
New Orleans Pelicans,Indiana Pacers,+100,-116
Oklahoma City Thunder,Memphis Grizzlies,-192,+165
Boston Celtics,Atlanta Hawks,+249,-303
Detroit Pistons,San Antonio Spurs,+229,-270
Toronto Raptors,Washington Wizards,-204,+173
Orlando Magic,New York Knicks,-244,+204
Los Angeles Lakers,Denver Nuggets,-115,-101
Chicago Bulls,Sacramento Kings,-714,+509
Memphis Grizzlies,Brooklyn Nets,-1111,+748
Phoenix Suns,Houston Rockets,-139,+120
Charlotte Hornets,Detroit Pistons,-127,+108
Denver Nuggets,Oklahoma City Thunder,+227,-270
Dallas Mavericks,Los Angeles Clippers,-400,+322
Milwaukee Bucks,Brooklyn Nets,-208,+177
Minnesota Timberwolves,Atlanta Hawks,+223,-263
New Orleans Pelicans,Utah Jazz,-145,+124
Miami Heat,New York Knicks,-200,+170
Indiana Pacers,San Antonio Spurs,+165,-189
Philadelphia 76ers,Golden State Warriors,+1458,-3333
Washington Wizards,Orlando Magic,-667,+488
Sacramento Kings,Phoenix Suns,+284,-345
Houston Rockets,Portland Trail Blazers,-185,+160
Toronto Raptors,San Antonio Spurs,+106,-123
Charlotte Hornets,Indiana Pacers,+110,-130
Detroit Pistons,Minnesota Timberwolves,-357,+290
Memphis Grizzlies,Atlanta Hawks,-147,+127
Orlando Magic,Chicago Bulls,+229,-278
Cleveland Cavaliers,Los Angeles Lakers,-2000,+1127
Oklahoma City Thunder,Los Angeles Clippers,-333,+276
